"relevance","qid","tf","idf","length","bm25","pagerank","inlink","outlink","slash","urlLength","childPage"
1,"10056",0.579439,0,0.072749,1,1,0.375,0,0.002489,0.052632,0
0,"10056",0.308411,0,0.793683,0,0.75,0.071429,0,0.002897,0.052632,0
0,"10056",0.084112,0,0.02125,0,0.75,0.321429,0,0.002687,0.052632,0
0,"10056",0.613707,0,1,0,0.5,0.125,0,0.01004,0.105263,0
0,"10056",1,0,0.686533,0,0.75,0.116071,0,0.002301,0.052632,0
1,"10066",0,0,0.000503,0,0,0,0,0,0,0.003348
0,"10066",0,0,0.019706,0,0.4,0.47619,0,1,0.794466,0.05692
0,"10066",0.235294,0,0.105319,0,0.6,0.571429,0,0.101175,1,0.470982
0,"10066",0.058824,0,0.065102,0,1,1,0,0.033748,0.003953,0.001116
1,"10066",0.352941,0,0,1,0.8,0.785714,0,0.003814,0.011858,0.002232
0,"10066",0.705882,0,1,0,0.8,0.809524,0,0,0,1
0,"10066",1,0,0.688669,0,0.6,0.642857,0,0.003682,0.01581,0
0,"10066",0.058824,0,0.116982,0,0.4,0.642857,0,0.022492,0.003953,0
0,"10078",0.025,0,0.008189,0,0,0.064516,0,0,0,1
0,"10078",0.03375,0,0.016228,0,0.5,0.376344,0,0.018893,0.005254,0.064103
0,"10078",0.025,0,0.011159,0,0.5,0.311828,0,0.25586,0.042032,0.025641
0,"10078",0.005,0,0.00169,0,0.5,0.591398,0,0.000656,0.003503,0
0,"10078",0.0225,0,0.007297,0.47964,0.333333,0.322581,0,0.012455,0.008757,0.269231
0,"10078",0.0075,0,0.000316,0.584173,0.166667,0.290323,0,0.001279,0.014011,0
0,"10078",0.025,0,0.015059,0,0.5,0.311828,0,0.102247,0.022767,0.512821
0,"10078",0.0125,0,0.005997,0,0.333333,0.247312,0,0.124319,0.187391,0.858974
0,"10078",0.04375,0,0.018717,0,0.5,0.354839,0,0.002891,0.001751,0.102564
0,"10078",0.00375,0,0.00078,0,0.5,0.182796,0,0.003936,0.001751,0.051282
0,"10078",0.00125,0,0.000149,0,0.666667,0.430108,0,0,0,0
0,"10078",0.035,0,0.007464,0.584173,0.5,0.419355,0,0.008495,0.005254,0.115385
0,"10078",0.0025,0,0.003639,0,0.5,0.376344,0,0.012037,0.001751,0
0,"10078",0.0425,0,0.008597,0,0.333333,0.215054,0,0.094363,0.003503,0.871795
0,"10078",0.02125,0,0.006109,0,0.333333,0.053763,0,0,0,0
0,"10078",0.155,0,0.049261,0,0.833333,0.290323,0,0.000275,0.001751,0
0,"10078",0,0,0.053309,0,0.5,0.408602,0,0,0,0
0,"10078",0.02375,0,0.002544,0,0.166667,0.150538,0,0.003637,0.005254,0
0,"10078",0.0275,0,0.011197,0,0.833333,0.419355,0,0.008988,0.010508,0.153846
0,"10078",0.0275,0,0.006536,0,0.5,0.354839,0,0.130928,0.008757,0.038462
0,"10078",0.00125,0,0.00104,0,0.5,0.473118,0,0.000541,0.007005,0.025641
0,"10078",0.06375,0,0.034444,0.451151,0.333333,0.430108,0,0.00083,0.007005,0.282051
0,"10078",0.03875,0,0.020499,0,0.666667,0.333333,0,0.01348,0.003503,0.307692
0,"10078",0.035,0,0.032308,0,0.5,0.397849,0,0.005306,0.001751,0.076923
0,"10078",0.0275,0,0.020685,0,0.5,0.397849,0,0.005306,0.001751,0.076923
0,"10078",0.0275,0,0.02529,0,0.5,0.397849,0,0.005306,0.001751,0.076923
0,"10078",0.0275,0,0.007446,0,0.833333,0.623656,0,0,0,0.192308
0,"10078",0.00125,0,0.000817,0,0.666667,0.548387,0,0,0,0
0,"10078",0.0375,0,0.008393,0.082594,0.666667,0.451613,0,0.001051,0.001751,0
0,"10078",0.01875,0,0.004104,0.180551,0.666667,0.419355,0,0.001051,0.001751,0
0,"10078",0.035,0,0.007576,0,1,0.483871,0,0,0,0.012821
0,"10078",0.005,0,0.001467,0,0.5,0.333333,0,0.012426,0.003503,0.051282
0,"10078",0.0025,0,0.000334,0,0.666667,0.290323,0,0,0,0
0,"10078",0.04,0,0.012385,0,0,0,0,0,0,0.025641
0,"10078",0.00375,0,0.002135,0,0.5,0.268817,0,0.001014,0.001751,0
0,"10078",0.00625,0,0.004828,0,0.5,0.268817,0,0.000676,0.001751,0
0,"10078",1,0,0.512088,0,0.5,0.268817,0,0.00035,0.001751,0
0,"10078",0.125,0,0.020128,0,0.666667,0.268817,0,0.147692,0.327496,0.128205
0,"10078",0.0975,0,0.10762,0,0.5,0.387097,0,0.000418,0.001751,0.038462
0,"10078",0.23,0,0.083315,0,0.833333,0.516129,0,0.001023,0.001751,0
0,"10078",0.1725,0,0.071004,0,0.833333,0.516129,0,0.00142,0.003503,0
0,"10078",0.10375,0,0.055073,0,0.5,0.430108,0,0.000159,0.001751,0.038462
0,"10078",0.03375,0,0.023971,0,0.5,0.397849,0,0.005306,0.001751,0.076923
0,"10078",0.04,0,0.022077,0.52036,0.5,0.526882,0,0.005306,0.001751,0.076923
0,"10078",0.03625,0,0.03021,0,0.5,0.397849,0,0.005306,0.001751,0.076923
0,"10078",0.00125,0,0.000873,0,0.5,0.505376,0,0.000998,0.007005,0.012821
0,"10078",0.03375,0,0.013183,0.338594,0.5,0.397849,0,0.000726,0.001751,0.025641
0,"10078",0.0025,0,0,0,0.666667,0.290323,0,0,0,0
0,"10078",0.0025,0,0,0,0.666667,0.290323,0,0,0,0
0,"10078",0.00625,0,0.002024,0,0.5,0.247312,0,0.000577,0.001751,0.025641
0,"10078",0.00375,0,0.002395,0,0.5,0.247312,0,0.000875,0.003503,0.025641
0,"10078",0.0475,0,0.018754,0,0.5,0.365591,0,0.000339,0.001751,0
0,"10078",0.07125,0,0.016321,0,0.333333,0.193548,0,0.002882,0.003503,0
0,"10078",0.03875,0,0.020499,0,0.666667,0.354839,0,0.011762,0.003503,0.153846
0,"10078",0.005,0,0.004252,0,0.5,0.107527,0,0,0,0
0,"10078",0.0425,0,0.014335,0.383214,0.333333,0.483871,0,6.9e-05,0.001751,0.474359
0,"10078",0.0175,0,0.025271,0,0.666667,0.193548,0,0.031763,0.008757,0.141026
0,"10078",0.0175,0,0.012218,0.312098,0.666667,0.763441,0,1.8e-05,0.001751,0
0,"10078",0.03,0,0.012608,0,0.833333,0.290323,0,0.001358,0.001751,0.217949
0,"10078",0.02625,0,0.011531,0,0.833333,0.290323,0,0.011529,0.045534,0.448718
0,"10078",0.01,0,0.001745,0,0.833333,0.387097,0,5.3e-05,0.001751,0
0,"10078",0.0025,0,0.002562,0,0.833333,1,0,0.000108,0.001751,0
0,"10078",0.00375,0,0.001133,0,0.666667,0.44086,0,0,0,0
0,"10078",0.025,0,0.004716,0.810381,0.333333,0.225806,0,0.000209,0.001751,0.102564
0,"10078",0.03,0,0.011141,0,0.5,0.27957,0,0.001396,0.001751,0.089744
0,"10078",0.1875,0,0.063558,0,0.833333,0.526882,0,0.001292,0.003503,0
0,"10078",0.04,0,0.009228,0.845022,0.333333,0.247312,0,0.454629,1,0.615385
0,"10078",0.93875,0,0.562964,0,0.5,0.225806,0,0.000681,0.001751,0
0,"10078",0.025,0,0.002711,0.633767,0.333333,0.354839,0,0.029496,0.008757,0.025641
0,"10078",0.05,0,0.020722,0.79518,0.166667,0.150538,0,1,0.963222,0.307692
0,"10078",0.0425,0,0.010101,0,0.166667,0.182796,0,0.000155,0.001751,0.320513
0,"10078",0.89625,0,0.585691,0,0.5,0.225806,0,0.000378,0.001751,0
0,"10078",0.26125,0,0.28008,0.100828,0.333333,0.129032,0,0.003287,0.005254,0
0,"10078",0.075,0,0.011772,0,0.833333,0.473118,0,0.122225,0.049037,0.128205
0,"10078",0.0475,0,0.008764,0,0.166667,0.11828,0,0.025465,0.005254,0
0,"10078",0.045,0,0.017064,0,0.333333,0.397849,0,0.010488,0.010508,0.064103
0,"10078",0.02625,0,0.00778,0,0.666667,0.44086,0,0.000459,0.003503,0.24359
0,"10078",0.01875,0,0.004401,0,0.833333,0.505376,0,0.010994,0.001751,0.076923
0,"10078",0.03,0,0.015597,0,0.5,0.193548,0,0.004571,0.003503,0
0,"10078",0.0175,0,0.004308,0,0.833333,0.55914,0,0.010994,0.001751,0.076923
0,"10078",0.0175,0,0.004512,0,0.833333,0.580645,0,0.010994,0.001751,0.076923
0,"10078",0.05,0,0.015727,0,0.333333,0.193548,0,0.003026,0.001751,0.051282
0,"10078",0.02,0,0.0083,0,0.333333,0.193548,0,0.000482,0.001751,0.320513
0,"10078",0.01125,0,0.007,0,1,0.451613,0,0,0,0
0,"10078",0.0325,0,0.014836,0,0.666667,0.516129,0,0,0,0
0,"10078",0.01,0,0.005886,0,1,0.451613,0,0,0,0
0,"10078",0.0475,0,0.006165,0,0.666667,0.311828,0,0.033676,0.005254,0.064103
0,"10078",0.00125,0,0.000483,0,1,0.494624,0,0.029783,0.005254,0.012821
0,"10078",0.04875,0,0.006462,0,0.666667,0.311828,0,0.101651,0.008757,0.064103
0,"10078",0.02625,0,0.009358,1,0.833333,0.569892,0,9e-05,0.001751,0
0,"10078",0.00125,0,9.3e-05,0,0.666667,0.387097,0,0,0,0.012821
0,"10078",0.07625,0,0.018067,0,0.5,0.236559,0,0.000619,0.001751,0.089744
0,"10078",0.00125,0,0.000427,0,1,0.494624,0,0.040772,0.005254,0.012821
0,"10078",0.0075,0,0.000891,0,0.666667,0.505376,0,0,0,0
0,"10078",0.06375,0,0.034704,0,0.5,0.365591,0,0.001583,0.001751,0
0,"10078",0.30375,0,0.936052,0,0.5,0.193548,0,0.000183,0.001751,0
1,"10078",0.3325,0,0.161579,0,0.666667,0.225806,0,0.002001,0.001751,0
0,"10078",0.0125,0,0.012143,0,1,0.451613,0,1e-05,0.001751,0
0,"10078",0.6,0,0.259897,0,0.666667,0.376344,0,0.004411,0.010508,0
0,"10078",0.255,0,0.800004,0,0.666667,0.397849,0,0,0,0
0,"10078",0.0675,0,0.028873,0,0.333333,0.172043,0,0.000151,0.001751,0
0,"10078",0.45625,0,0.315378,0,0.5,0.290323,0,0.010667,0.003503,0
0,"10078",0.44875,0,1,0,0.5,0.419355,0,0.002017,0.001751,0
0,"10078",0.33125,0,0.590074,0,0.333333,0.236559,0,0.000189,0.001751,0
0,"10078",0.46125,0,0.980244,0,0.333333,0.193548,0,0.000968,0.001751,0
0,"10078",0.08625,0,0.034332,0,0.5,0.451613,0,0.000605,0.001751,0
0,"10078",0.00375,0,0.003008,0,0.5,0.27957,0,0.009216,0.003503,0
0,"10078",0.03125,0,0.008077,0.314833,0.5,0.236559,0,0.00045,0.001751,0
0,"10078",0.08,0,0.019794,0.353227,0.666667,0.397849,0,0.000186,0.001751,0
0,"10078",0.6875,0,0.515634,0,0.666667,0.344086,0,9.4e-05,0.001751,0
0,"10078",0.7175,0,0.550022,0,0.666667,0.322581,0,9.4e-05,0.001751,0
0,"10078",0.04875,0,0.01621,0.47964,0.333333,0.322581,0,0.001215,0.007005,0
0,"10078",0.005,0,0.001188,0.383214,1,0.505376,0,0.000512,0.001751,0
0,"10078",0.1625,0,0.056762,0,0.5,0.333333,0,0,0,0
0,"10078",0.295,0,0.042391,0,0.666667,0.548387,0,0.003726,0.001751,0
0,"10078",0.385,0,0.207943,0,0.5,0.322581,0,0.000371,0.024518,0
0,"10078",0.09,0,0.02269,0,0.333333,0.344086,0,9e-05,0.001751,0
0,"10078",0.04375,0,0.012682,0.650693,0.666667,0.473118,0,0.000448,0.001751,0
0,"10105",0.002486,0,0.004542,0.764162,0,0.15,0,1,0.333333,0.1875
0,"10105",0.011599,0,0.020833,0,0,0.225,0,0.09602,0,1
2,"10105",0.0058,0,0.000666,0,0,0.225,0,0.248544,0,0.0625
0,"10105",0.019056,0,0.006659,0,0,0,0,0.987101,0.666667,0.1875
0,"10105",0.004971,0,0.001855,0,1,0.4,0,0.091558,0,0
2,"10105",0.191384,0,0.208381,0,0,0.125,0,0.33266,1,0
0,"10105",0,0,0,0,0.5,0.35,0,0,0,0
0,"10105",1,0,1,1,0.5,1,0,0.472411,0.333333,0
1,"10108",1,0,0.180548,1,0.25,0.4,0,1,1,1
0,"10108",0.022624,0,0.003155,0,0.25,0,0,0.054081,0.117647,0.033333
0,"10108",0.058824,0,0.020283,0,0.5,0.2,0,0.041285,0.058824,0.166667
0,"10108",0.117647,0,0.082636,0,0.25,0.366667,0,0.281701,0.176471,0.366667
0,"10108",0,0,0,0,0.25,0.166667,0,0,0,0.166667
0,"10108",0.556561,0,1,0,1,1,0,0.053249,0.058824,0
0,"10108",0.19457,0,0.113738,0,0,0.1,0,0.104042,0.058824,0.033333
0,"10108",0.402715,0,0.244353,0,0.5,0.966667,0,0.027601,0.058824,0
1,"10129",0.06038,0,0.018671,0.808127,0,0.297297,0,1,1,0.666667
0,"10129",0.004025,0,0.001458,0.622281,0,0,0,0.043517,0,0.666667
0,"10129",0,0,0,1,1,1,0,0.010015,0,1
2,"10129",0.13686,0,0.132965,0.654828,0,0.432432,0,0.036953,0,0.333333
2,"10129",0.182864,0,0.148188,0.392354,0,0.621622,0,0.078045,0.15,0
2,"10129",0.095457,0,0.065796,0.705735,0,0.540541,0,1e-04,0,0
0,"10129",0.032202,0,0.02324,0,0.5,0.540541,0,0.025979,0.05,0
1,"10129",1,0,1,0.294265,0.5,0.432432,0,0,0,0
0,"10154",0.094153,0,0.086901,0,0.222222,0.306452,0,0.01548,0.111111,0.015873
1,"10154",0.01139,0,0.006522,0,0.444444,0.645161,0,0.533887,0.333333,0.079365
0,"10154",0.302202,0,0.340247,0,0.333333,0.596774,0,0.880108,0.222222,0.015873
0,"10154",0,0,0.000861,0,0.444444,0.548387,0,0.0141,0.111111,0.015873
0,"10154",0.062263,0,0.030758,0,0.222222,0.209677,0,0.549383,1,0.428571
0,"10154",0.013667,0,0.014636,0,0.222222,0.467742,0,1,0.555556,0.111111
0,"10154",0.061503,0,0.014688,0,0.222222,0.33871,0,0.180581,0.444444,0.142857
0,"10154",0.009871,0,0.02048,0,1,1,0,0.252815,0.111111,0
0,"10154",0.001519,0,0,0.411541,0,0,0,0.031603,0.111111,0
0,"10154",0.004556,0,0.000209,1,0.666667,0.709677,0,0.005056,0.111111,0
0,"10154",0.197418,0,0.128564,0,0.333333,0.483871,0,0,0,1
0,"10154",0.047836,0,0.024758,0.186309,0.333333,0.290323,0,0.22534,0.666667,0.047619
0,"10154",1,0,1,0.821059,0.555556,0.5,0,0.015603,0.111111,0
0,"10154",0.01139,0,0.000835,1,0.111111,0.33871,0,0.076176,0.222222,0
0,"10154",0.153379,0,0.074613,0,0.333333,0.306452,0,0.084684,0.111111,0
0,"10154",0.107821,0,0.08077,0,0.333333,0.419355,0,0.048532,0.222222,0
0,"10164",0.239709,0,0.025848,0,0,0.122137,0,0,0,0.633333
0,"10164",0.048426,0,0.435218,0,0.5,0.145038,0,0.033256,0.045455,1
0,"10164",0,0,0,0,0.25,0.229008,0,0.002133,0.005682,0
0,"10164",0.123487,0,0.077724,0,1,0.122137,0,0.000809,0.005682,0
1,"10164",0.029056,0,0.005995,0.557974,0.25,0.068702,0,1,1,0.7
2,"10164",0.569007,0,0.077796,0.812044,0.5,0.114504,0,0.106249,0.482955,1
1,"10164",0.041162,0,0.024412,0,0.5,0.175573,0,0.003462,0.011364,0.5
0,"10164",0.024213,0,0.010985,0,0.25,0.076336,0,0.00035,0.005682,0
0,"10164",0.549637,0,0.15674,0.273125,0.5,0.053435,0,0.00015,0.005682,0.066667
1,"10164",0.428571,0,0.190917,0,0.5,0.152672,0,0,0,0
0,"10164",0.009685,0,0.049111,0,0.5,0,0,0.054385,0.028409,0.366667
0,"10164",0.043584,0,0.004093,1,0.75,1,0,0.003141,0.005682,0
0,"10164",1,0,0.983522,0,0.25,0.038168,0,0,0,0
0,"10164",0.014528,0,0.000646,0.902439,0,0.099237,0,0.001464,0.005682,0
1,"10164",0.031477,0,0.004847,0,0.25,0.114504,0,0.272437,0.818182,0.666667
1,"10164",0.883777,0,1,0,0.25,0.007634,0,0.001462,0.011364,0
0,"10173",0.005217,0,0.007355,1,0.666667,0.655172,0,0.811158,1,1
0,"10173",0,0,0.000171,0,0.333333,0.37931,0,0,0,0
2,"10173",0.074783,0,0.065657,0,1,0.310345,0,0.042946,0.00495,0.009804
0,"10173",0.005217,0,0.000318,1,0.666667,0.62069,0,0.000435,0.00495,0.009804
0,"10173",0,0,0.001491,0,0,0,0,1,0.074257,0.039216
0,"10173",0.111304,0,0.124765,0.78206,1,0.758621,0,0.019058,0.009901,0
0,"10173",0.001739,0,0,0,0.333333,0.448276,0,0,0,0.02451
0,"10173",1,0,1,0.417821,0.666667,1,0,0.089312,0.00495,0
0,"10178",0.306338,0,0.31366,0.096874,0,0.078652,0,0.258327,0.387097,1
0,"10178",0.021127,0,0.060533,0,0,0.022472,0,0.148273,0.612903,0.175
0,"10178",0.176056,0,0.046106,0.524618,0.6,0.213483,0,0.276553,0.83871,0.2
0,"10178",0.024648,0,0.112389,0,0.8,0.325843,0,0.080296,0.258065,0.275
0,"10178",0.785211,0,0.361985,0,0.6,0.460674,0,0.001298,0.032258,0.075
0,"10178",0.316901,0,0.170299,0,0,0,0,0.006049,0.064516,0.45
0,"10178",0.080986,0,0.027845,0.647179,0.2,0.258427,0,1,1,0.125
0,"10178",0.028169,0,0.003027,0,0.2,0.11236,0,0.029584,0.032258,0
1,"10178",0.721831,0,0.22276,0.79821,0.4,0.089888,0,0.052855,0.741935,0.225
0,"10178",0.003521,0,0,0,1,0.606742,0,0.001864,0.032258,0
0,"10178",0.183099,0,0.047821,0.56493,0.4,0.292135,0,0.006437,0.064516,0.175
0,"10178",0.014085,0,0.01594,0,0.2,0,0,0.01839,0.032258,0.375
1,"10178",1,0,0.313761,1,0.4,0.101124,0,0.041539,0.290323,0.075
0,"10178",0.017606,0,0.009988,0.117522,1,0.314607,0,0.01749,0.032258,0.05
0,"10178",0.038732,0,0.209342,0,0.6,0.348315,0,0.058596,0.096774,0.075
0,"10178",0,0,0.018563,0,0.8,0.235955,0,0.205018,0.064516,0.075
0,"10178",0.03169,0,0.020884,0,0.8,1,0,0.001298,0.032258,0
0,"10178",0.18662,0,1,0,0.2,0.11236,0,0.006401,0.032258,0.175
0,"10178",0.109155,0,0.038236,0.504943,0.4,0.359551,0,0.00094,0.032258,0.05
1,"10178",0.193662,0,0.043281,0.62253,0.4,0.247191,0,0.010325,0.032258,0
0,"10178",0.042254,0,0.007567,0,0.4,0.134831,0,0,0,0.1
0,"10178",0.038732,0,0.007869,0,0.4,0.134831,0,0,0,0.1
0,"10178",0.151408,0,0.392353,0,0.6,0.303371,0,8.6e-05,0.032258,0
0,"10178",0.394366,0,0.133878,0.626071,0.6,0.202247,0,0.092176,0.516129,0
0,"10178",0.024648,0,0.012611,0,0.4,0.134831,0,0,0,0.1
0,"10178",0.028169,0,0.009584,0,0.4,0.134831,0,0,0,0.1
0,"10178",0.109155,0,0.250101,0,0.4,0.235955,0,0.074379,0.032258,0.1
1,"10178",0.091549,0,0.038539,0,0.8,0.269663,0,0.000969,0.032258,0
0,"10178",0,0,0.001816,0,0.2,0.247191,0,0.000939,0.032258,0
0,"10178",0,0,0.005448,0,0.4,0.348315,0,0,0,0.3
0,"10178",0.327465,0,0.585856,0,0.8,0.382022,0,0.005927,0.032258,0
1,"10178",0.225352,0,0.366929,0,0.2,0.235955,0,0.045309,0.096774,0
0,"10197",0.05618,0,0.180594,0.604661,0.25,0,0,0.551605,0.060606,1
1,"10197",0.050562,0,0.007683,1,0.25,0.012821,0,0.119949,0.015152,0.038462
0,"10197",0.011236,0,0.00404,0,0.5,0.089744,0,0.248738,0.030303,0.153846
0,"10197",0,0,0,0,0.75,1,0,0.002777,0.015152,0
0,"10197",0.005618,0,0.033347,0,0,0.051282,0,0.216842,0.030303,0.846154
0,"10197",0.033708,0,0.010139,1,0,0.179487,0,1,1,0
0,"10197",0.269663,0,0.283802,0,1,0.410256,0,0.005416,0.015152,0
0,"10197",1,0,1,0,0,0.538462,0,0,0,0
0,"10206",0.025605,0,0.004366,1,0.666667,1,0,0.062042,0.2,0
0,"10206",0.064011,0,0.031167,0.600462,0,0.037037,0,1,1,1
1,"10206",0.129445,0,0.186432,0,0.666667,0.388889,0,0.567081,0,0
0,"10206",0.008535,0,0,0.832406,0,0.166667,0,0.061942,0,0
0,"10206",0.02845,0,0.022588,0.071856,0.333333,0.37037,0,0,0,0.588235
0,"10206",0,0,0.000987,0,0.333333,0.055556,0,0.059751,0,0
1,"10206",1,0,1,0,0.666667,0,0,0.114395,0.2,0
0,"10206",0.45377,0,0.35973,0,1,0.925926,0,0.01779,0,0
1,"10215",0.011254,0,0.012874,0,0,0.054054,0,0,0,0
1,"10215",0.024116,0,0.009264,0.645537,0.142857,0.094595,0,0.622224,0.115819,0.448276
1,"10215",0.009646,0,0.010542,0,0.285714,0.054054,0,0.012386,0.001412,0
0,"10215",0.057878,0,0.023832,0,0.428571,0.27027,0,0.11121,0.032486,0.689655
1,"10215",0.006431,0,0.053861,0,0.571429,0.621622,0,0.001759,0.001412,0.482759
0,"10215",0.019293,0,0.001821,0,0.428571,0.243243,0,0.010398,0.001412,0.034483
1,"10215",0.075563,0,0.059228,0,0.857143,1,0,0.037742,0.002825,0.793103
2,"10215",0.133441,0,0.091748,0,0.714286,0.648649,0,0.004356,0.002825,0
0,"10215",0.003215,0,0.144555,0,0.285714,0.148649,0,0.017608,0.001412,0.034483
1,"10215",0.017685,0,0.015941,0.217028,0.285714,0.459459,0,0.006954,0.007062,1
0,"10215",0.004823,0,0,0,0.571429,0.472973,0,0,0,0
1,"10215",0.133441,0,0.05549,0,0.428571,0.472973,0,0,0,0.37931
0,"10215",0.003215,0,0.00016,0,0.714286,0.716216,0,0.021675,0.009887,0
1,"10215",0.009646,0,0.002524,1,0.571429,0.540541,0,0.000307,0.001412,0
0,"10215",0.008039,0,0.000543,0,0.428571,0.459459,0,0,0,0
1,"10215",0.008039,0,0.000575,0,0.428571,0.540541,0,0,0,0
1,"10215",0.008039,0,0.000543,0,0.428571,0.459459,0,0,0,0
2,"10215",0.048232,0,0.048238,0.848219,0.571429,0.445946,0,0.504071,0.086158,0.551724
1,"10215",0.008039,0,0.077117,0,0.428571,0.337838,0,0.000248,0.001412,0.448276
1,"10215",0,0,0.001342,0,0.571429,0.527027,0,0,0,0
2,"10215",0.030547,0,0.016931,0.650693,0.714286,0.5,0,1,1,0.413793
2,"10215",0.038585,0,0.016101,0,1,0.662162,0,0.011627,0.002825,0.034483
2,"10215",0.032154,0,0.015558,0,1,0.648649,0,0.011628,0.002825,0.034483
2,"10215",0.032154,0,0.014855,0,0.857143,0.581081,0,0,0,0.034483
0,"10215",0.004823,0,0.001885,0,0,0,0,0,0,0.137931
1,"10215",0.07074,0,0.022426,0,0.857143,0.918919,0,0.002123,0.001412,0
0,"10215",0.120579,0,0.058109,0,0.571429,0.594595,0,0.006327,0.001412,0
2,"10215",0.001608,0,0.002204,0,0.714286,0.554054,0,0,0,0
0,"10215",0.001608,0,0.002364,0.414672,0.428571,0.378378,0,3.9e-05,0.00565,0
2,"10215",0.237942,0,0.474204,0,0.428571,0.391892,0,0.010559,0.002825,0
2,"10215",1,0,1,0,0.571429,0.445946,0,0.004167,0.001412,0
2,"10220",0.010547,0,0.000167,0.674262,0.2,0,0,0.077259,0.2,1
0,"10220",0,0,0,0,0,0.064815,0,1,1,0.933333
0,"10220",0.027804,0,0.047848,0,0.8,0.462963,0,0.582376,0.1,0.066667
0,"10220",0.019175,0,0.05497,0,1,0.25,0,0.017603,0.2,0.866667
0,"10220",0.004794,0,0.00325,0,0.6,0.037037,0,0,0,0.6
0,"10220",0.019175,0,0.003083,1,0.8,1,0,0.107772,0.1,0
0,"10220",0.003835,0,0.0163,0,0.4,0.064815,0,0,0,0.6
0,"10220",1,0,1,0,0.4,0.111111,0,0.008522,0.1,0
0,"10258",0.099265,0,0.003387,0.394846,0.25,0,0,0.025151,0.227273,0.52381
2,"10258",0.003676,0,0,0,0,0.029851,0,0.019537,0.045455,0.666667
2,"10258",0.485294,0,0.05609,0.27194,0.5,0.179104,0,1,1,0.357143
0,"10258",0.084559,0,0.140834,0,0.25,0.253731,0,0.01442,0.727273,1
0,"10258",0.669118,0,1,0,1,0.328358,0,0.019222,0.045455,0
2,"10258",0.474265,0,0.053679,1,0,0.179104,0,0.111782,0.409091,0.261905
0,"10258",0,0,0.033965,0,0.5,0.343284,0,0.006287,0.045455,0
0,"10258",0.761029,0,0.685587,0,0.5,1,0,0.006847,0.045455,0.309524
0,"10258",0.018382,0,0.179468,0,0,0.179104,0,0,0,0
0,"10258",0.139706,0,0.014709,0,0.5,0.328358,0,0.016688,0.227273,0.261905
0,"10258",0.794118,0,0.648052,0,0.75,0.492537,0,0.000142,0.045455,0
0,"10258",1,0,0.945223,0,0.75,0.492537,0,0.000116,0.045455,0
1,"10258",0,0,0.007721,0,0.5,0.477612,0,0.00052,0.045455,0
2,"10258",0.102941,0,0.017486,0,0.75,0.686567,0,0.069604,0.363636,0.261905
2,"10258",0.095588,0,0.028625,0,0.75,0.731343,0,0.001278,0.045455,0
1,"10264",0.137931,0,0.105281,0,0,0,0,0.031445,0.466667,0.125
1,"10264",0,0,0.083766,0,0,0.12766,0,0.035641,0.266667,0.375
2,"10264",0.084639,0,0.015782,0.791415,0,0.085106,0,0,0,0.1875
0,"10264",0.084639,0,0.013287,0.604513,1,1,0,0.10026,0,0
1,"10264",0.031348,0,0.001956,0,0.5,0.446809,0,0.15826,0.133333,0.125
2,"10264",1,0,1,0,0,0.12766,0,0.012861,0.066667,1
